sha256,methodSignature,trueLabel
137f5deb4322aff2c2fccebf45bc72aa29ddadcc60231cbe2c6401233aa0e1af,"<android.telephony.SubscriptionInfo: java.lang.String getMncString()>",SOURCE
6376f86f8f9488e8df51445618583833c1e065823cb29ac85da777e08f9d04ec,"<android.telephony.SmsManager: java.lang.String getSmscAddress()>",SOURCE
5ddf9022aa5d64f7f663bd037f66a505483209c103a5899c7e52542015bd5a0d,"<android.accounts.AccountManager: java.lang.String getUserData(android.accounts.Account,java.lang.String)>",SOURCE
5770769f71ec7e91a15a396be669dce5840775d3cae4c616d7010dbc8ac48372,"<android.telephony.CellInfo: long getTimestampMillis()>",SOURCE
e8a22c0382480196e9450fbb848d8f43d107d3dc35b2b6b5e98899f2a120587a,"<android.hardware.hdmi.HdmiControlManager: int getPhysicalAddress()>",SOURCE
f87deeadf456c206177e896bb86159332d8b653075c727919bcdf2372a046179,"<android.accounts.AccountManager: android.accounts.AccountManagerFuture getAuthToken(android.accounts.Account,java.lang.String,android.os.Bundle,android.app.Activity,android.accounts.AccountManagerCallback,android.os.Handler)>",SOURCE
d74fefda49ffb9726c813e11438a9e0ebe49c119542229732ad7e1bf8648a466,"<android.os.UserManager: int getCredentialOwnerProfile(int)>",SOURCE
b01ffd6a7c87a0677260eab1a175227fe4157fffec7b8653517ce8fdd06edf03,"<android.telephony.TelephonyManager: java.lang.String getNetworkCountryIso(int)>",SOURCE
442140491a15f7fb955397e6cd65a1a7710cf21bd979d744c65875958859f303,"<android.hardware.camera2.CameraManager: java.lang.String[] getCameraIdList()>",SOURCE
447a68a796fcf55c8cde53ac1531674d12bb8b2fc747501894922118fd03cd5f,"<android.telecom.TelecomManager: boolean isInEmergencyCall()>",SOURCE
5ad6451ef12ae01ac6198a20c9c788fb860d2f9ffbb52a89cdc6965a24365ed1,"<android.net.nsd.NsdServiceInfo: java.lang.String getServiceName()>",SOURCE
efa6e445bb2f907fcc47ad10597947462b880f63f1256c5b2f719e8ef9df5899,"<android.telephony.SmsMessage: byte[] getPdu()>",SOURCE
dab7c8a71fb91549f6722ffd5fa83d6ed02cb7a5e44f07bb44c00eb9188f9396,"<android.accounts.AbstractAccountAuthenticator: android.os.Bundle getAccountCredentialsForCloning(android.accounts.AccountAuthenticatorResponse,android.accounts.Account)>",SOURCE
6feb7b89ea01a7f116740ef00f407d5d23099c527abc2513dc2a89863728685c,"<android.telephony.TelephonyManager: java.lang.String getSimCountryIsoForPhone(int)>",SOURCE
7fd0f623d0afb6e835d5aae47050802eb99e18188f5422a37077761c33152eb3,"<android.accounts.AccountManager: int getAccountVisibility(android.accounts.Account,java.lang.String)>",SOURCE
d3659183aef60cd30d0a9ed7eb80b8c7d7d1197c502180772527782c9d06ac68,"<android.telephony.AvailableNetworkInfo: java.lang.String toString()>",SOURCE
b041f14f6bfc34fb920fdbd67d1c362127ab02c7d1820c02329af66e5cb2b350,"<android.telephony.CellInfoNr: android.telephony.CellIdentity getCellIdentity()>",SOURCE
c40f8c4b74fc5a321ca70a2eddc3bf5724f9a3794301ebf015275f359ce706e2,"<android.telephony.TelephonyManager: java.lang.String getSimSerialNumber()>",SOURCE
2cfeb197d723e83dcfcd822481528622d34838f88ccad094bea48cc2b61a7537,"<android.telephony.IccOpenLogicalChannelResponse: java.lang.String toString()>",SOURCE
99c2a2d32f95f4b8e1dd41e9a21ef6fa47413e28cc22cad02fc7deb625e37626,"<android.webkit.WebSettings: java.lang.String getDefaultUserAgent(android.content.Context)>",SOURCE
0c66913387c8b9098c37443c78d48f8b64a3fdce43e66cb8982db67f2f511f07,"<android.media.AudioManager: java.lang.String getParameters(java.lang.String)>",SOURCE
903caee79f69a65112307e09a3c9320375e240008e6f8cf80c61240071a8b5ad,"<android.os.UserManager: java.lang.String getUserAccount(int)>",SOURCE
5c0180b849f4367b9c073b5f4da6f43bb9f6957d82dd9bac5c2e32f40d2ec412,"<android.telephony.CellIdentityGsm: java.lang.String getMobileNetworkOperator()>",SOURCE
ead551c1e8042b7b269e87cdf7e57bf46ad24fc869734fa27089b5424fbdf391,"<android.hardware.hdmi.HdmiControlManager: java.util.List getConnectedDevices()>",SOURCE
6d38d5f605f5a3148bd3600b463257662d4602d1d126451dea1b7ee858b0cf4b,"<android.telephony.SmsMessage: android.telephony.SmsMessage$SubmitPdu getSmsPdu(int,int,java.lang.String,java.lang.String,java.lang.String,long)>",SOURCE
010c387057c2492f37c5f1623daac65c55fda61c7e478d70f0de42312d490cf6,"<android.os.UserManager: int getUserCount()>",SOURCE
e08dc8e63db8c17eca4ac634c299dbfd62711a704de77af05f4dc36313dddae2,"<android.telephony.TelephonyManager: java.lang.String getVisualVoicemailPackageName()>",SOURCE
6c67abcad377ea401b12635a2306bfae28d4dfe5802111c5e3db4f1e9314cba2,"<android.telephony.SmsMessage: java.lang.String getDisplayOriginatingAddress()>",SOURCE
1fa02bf9ecaaed8327531f1f4bef1d2c99ef80a4336197f950887e8d55d3391d,"<android.telecom.TelecomManager: boolean isIncomingCallPermitted(android.telecom.PhoneAccountHandle)>",SOURCE
ef28a383dc621574008dd842be8a37415ca10013d40ba20e78e3966ec20c7a88,"<android.hardware.display.DisplayManager: android.view.Display getDisplay(int)>",SOURCE
aaec250cdde06fb3768edd0f4db5224fcb56117b537aae4b869e8b6ac1c06c95,"<android.location.Address: java.lang.String getCountryCode()>",SOURCE
cbf5bde7baa60feefa96b770b0d9c9c3a2e229a84dbe0df0778baed8cc4acdba,"<android.telephony.ServiceState: java.lang.String toString()>",SOURCE
699682f5e013c119f94e758dc59c1b5d3d29d0400fb71afc3cd4c6121dad4a33,"<android.print.PrintJobInfo: java.lang.String getAdvancedStringOption(java.lang.String)>",SOURCE
5e270b14f1a4abe0f8655bbfbd1101b16ba759dc4e5b30705e23a1ccddfc9d6d,"<android.telephony.CellIdentityGsm: java.lang.String getMncString()>",SOURCE
902ffe13705e3c58b795096714323ea9b1fd8882033eff7a8ae9aa0531e249b1,"<android.accounts.AccountManager: java.lang.String getPreviousName(android.accounts.Account)>",SOURCE
eed07bc4138c7505d5d7678b4ef04720cd07c45a4a0e27223a1c7c9f13a09ce2,"<android.telephony.SubscriptionInfo: java.lang.String toString()>",SOURCE
77fd9920504af5d582e95c8f8658d2b5081ccfca1c2af449911ab388a9ccea31,"<android.telephony.CellSignalStrengthLte: java.lang.String toString()>",SOURCE
f90cfa60a126bfb19dc1625698fa363c46f035f31dcef9938f5d72f09d4ebaf2,"<android.telephony.TelephonyManager: java.util.Locale getSimLocale()>",SOURCE
ab4e8bef6db3c654f8df0f4445e75e7ad1736bdcfc8d628fe2bbf34e42ed78da,"<android.telephony.NetworkRegistrationInfo: java.lang.String toString()>",SOURCE
bce770029f05dc535dd4ad3a19a0da3333c2a06be65f631e9c7cf9b89edb0af2,"<android.net.NetworkInfo: java.lang.String getSubtypeName()>",SOURCE
c5b5b4fb415e7f347d0f36a97302a97fbb378c5e5c95fd219d8871a876834e5a,"<android.net.LinkProperties: android.net.IpPrefix getNat64Prefix()>",SOURCE
59a9f254745428dd4c3107b8f38add700a60f7105fae31262fcc0538f765dc17,"<android.app.usage.UsageStatsManager: android.app.usage.UsageEvents queryEventsForSelf(long,long)>",SOURCE
48a53882d1e030a377ca6e2ad51a59c7e4234fdb5a53ef54fbdf947bbed4ee02,"<android.hardware.usb.UsbDevice: java.lang.String getManufacturerName()>",SOURCE
7cac40b25b806dffd1975cc8f66d3d80c1d7d3f6ec8e0363641a8e0480d698d8,"<android.telephony.BarringInfo: java.lang.String toString()>",SOURCE
df042b3d86808c972b89c5f2aba54f1385dd5e0b4350b72a08082f57e0b2a276,"<android.location.Location: double getLatitude()>",SOURCE
6b2980ef8f77092c40624980047c66eb2783e13af66f1466682f8f53d836c009,"<android.net.lowpan.LowpanManager: android.net.lowpan.LowpanInterface getInterface()>",SOURCE
9b33a3a185a470a2aa491a894cd507a8f04d922817cb0ec205c0e5de6781c0e4,"<android.telephony.CellIdentityWcdma: java.lang.String getMncString()>",SOURCE
cee88170ab65e4b51722d21f5fb000a97e55b6d572644834b672ef3687b2e0d1,"<android.telephony.PhoneNumberUtils: java.lang.String calledPartyBCDToString(byte[],int,int,int)>",SOURCE
b3c9e21f24c761766262e6ad478d8a9d6879836ff8a63f15b4245a572fa50afb,"<android.location.LocationManager: android.location.Location getLastKnownLocation(java.lang.String)>",SOURCE
0046dc95f5ef44c069d8d535ca59298747acd244338ad17b55c43945188180dc,"<android.telephony.PhoneNumberUtils: java.lang.String getUsernameFromUriNumber(java.lang.String)>",SOURCE
4bff018aaf968678d7fcf1fee89971a0d55744a30b664c655749563e7dc17a82,"<android.telephony.TelephonyManager: int getVoiceNetworkType()>",SOURCE
7d33c7812bcf80ac093839eac6b6e62afa5f75a1ac91a5ae8af58688233525e3,"<android.hardware.input.InputManager: android.view.InputDevice getInputDevice(int)>",SOURCE
33d2b7b3884c5cd6166c5891d325a10a9d44148214e8cb8b652486a482b19c84,"<android.telephony.TelephonyManager: android.telephony.CellLocation getCellLocation()>",SOURCE
6ee8f611b27c17dad5b2f835af7479a372c190263ee8bec5ac5ba39b2dc0cea0,"<android.print.PrintJobInfo: android.print.PrintAttributes getAttributes()>",SOURCE
8a7b087315b2dab231c35bee7077d74cca5f8b0870d21824d5d8b923082d0088,"<android.hardware.Camera: void getCameraInfo(int,android.hardware.Camera$CameraInfo)>",SOURCE
02ea45a3c7b85ae4f1915353125b948b258c0258ba14565ff98de8a95f60d055,"<android.hardware.usb.UsbDevice: int getInterfaceCount()>",SOURCE
4950731b05050dc034653738633d6d2cf54953d9adf101167dbd15ba58c653bc,"<android.app.ActivityManager: int getCurrentUser()>",SOURCE
e8e4bc03c7f6e980186a3faa964f4474635c5753beb058f9a5e0447f5da278c0,"<android.location.Address: java.lang.String getPostalCode()>",SOURCE
0fe824b85e0c6d42259e4be1ac46c43b67038cbd5c995c8dc214430471b3fe6b,"<android.telephony.CellIdentityCdma: java.lang.String toString()>",SOURCE
f0304e5aa20526e6d655a7ac0da639798250435e740729da5d7af102f8edbd77,"<android.telephony.SmsCbMessage: boolean isCmasMessage()>",SOURCE
214837cf8bcbc9f72f5c7699de43cc8cedac475f59c55a96a32de07561b74be6,"<android.os.storage.StorageManager: long getStorageCacheBytes(java.io.File,int)>",SOURCE
ed8ad0c62adc4f673d53283f59131b426c321ec5025115d70d7f75306dc2f8d9,"<android.os.UserManager: android.os.UserHandle getUserForSerialNumber(long)>",SOURCE
33c0b475f1e2657ecb7398d907c208ab9b90af86a61b571714feac7e39721100,"<android.telephony.CellIdentityWcdma: java.lang.String toString()>",SOURCE
1e5c696c49bc5b7955f67afda8f92489af08dcea2f0ca3f8f3c69807cfd32dd0,"<android.accounts.AccountManager: android.accounts.Account[] getAccounts()>",SOURCE
6d79bd22eed4e14bb4a0a655a4ab6b66a12cb07210da0d4facf882066ea95bfd,"<android.telephony.CellIdentityTdscdma: java.lang.String toString()>",SOURCE
3acf6ebc55b65cd001d100cc0a380c069bf8b709f1a991a597efd438e17ebe26,"<android.location.LocationManager: android.location.Location getLastLocation()>",SOURCE
ef58af024c1dc51849eca1778ea8a7f76484302a85bf5db94e8a0af8d5bfe035,"<android.accounts.AccountManager: java.lang.String peekAuthToken(android.accounts.Account,java.lang.String)>",SOURCE
df17f6d83298acfef445325f5b494ce016b115a1e70265dfdfe25a9130127b6e,"<android.telephony.TelephonyManager: java.lang.String getTypeAllocationCode()>",SOURCE
ae894f4aff6e04121fcfbdfc71eb40a5850e4a9bcbcd8b8fa7ae6a888d70a041,"<android.hardware.Sensor: java.lang.String getVendor()>",SOURCE
d6c8e34284e93e8c68de68ed3721c94530e9c3e10eddefd4e5d5c9c7299071f7,"<android.os.Bundle: java.lang.CharSequence getCharSequence(java.lang.String,java.lang.CharSequence)>",SOURCE
2ae3afcbd375d21bfe3deec53e8d3cfa1d8b584d75846d517cb3b525105f8d89,"<android.telephony.TelephonyManager: int getSimState(int)>",SOURCE
02a8fec0a72a9aff4c72b08d4c71d62aa38fe78af7ab4bb25e7da70fd13e0ada,"<android.media.AudioManager: java.util.List getMicrophones()>",SOURCE
1e6fcd6badaa1806b2de5f48e7f06c54f3bd6d8a53b4ce2151fdffc8dfc8d2f2,"<android.net.LinkProperties: java.util.List getAddresses()>",SOURCE
1180be0cc8cd1ee94841c5745fbae3ddeec11aa54610f55c73e63dc321ecbadd,"<android.os.PowerManager: int getMaximumScreenBrightnessSetting()>",SOURCE
50e6f94245dfca07828435422705b9b3b764dfa96196da99ce670acc30e3b0cf,"<android.accounts.AccountManager: java.lang.String getPassword(android.accounts.Account)>",SOURCE
c398b82c08bb47cc31da257e1c4584b1ac552a8c3e58766758fb22cbb18b5072,"<android.accounts.AccountManager: android.accounts.AccountManagerFuture getAccountsByTypeAndFeatures(java.lang.String,java.lang.String[],android.accounts.AccountManagerCallback,android.os.Handler)>",SOURCE
69c7ce5d40221ebc85a2c019bb8d5d2d8e29b10da916a736f4e27e1aa870f86c,"<android.telephony.CellSignalStrengthTdscdma: java.lang.String toString()>",SOURCE
1bb25238e8a5b16456bbe26b729f0c96558e479a4277535b48d3ddda98117954,"<android.telephony.CellIdentityTdscdma: java.lang.String getMccString()>",SOURCE
3c3ca96cf890d7345520be5bd86ccfb27f6ed7b5a4818f4d9898412f57663d98,"<android.telephony.CellSignalStrengthGsm: java.lang.String toString()>",SOURCE
e5d87ded3855aa9e77191cf203c0a56b619ebd04a838beb61620247f8c2028a0,"<android.telecom.TelecomManager: boolean isRinging()>",SOURCE
031d5f4067cd10ca23614565bcb9f0768979a4bd849ee187ac89d48d4fc76bc0,"<android.view.InputEvent: android.view.InputDevice getDevice()>",SOURCE
c2329756e858cf4768974fce4f1445fd75d3b1ee1ba213f0f73d405560d0b2b5,"<android.telephony.TelephonyManager: java.lang.String getMeid()>",SOURCE
13a202eaf84fb64e209c7f890c6f239db2006851fc31759b8b49eda1d14ba646,"<android.telephony.TelephonyDisplayInfo: java.lang.String toString()>",SOURCE
ef521af496f4965baca472685503af2967ea3ea61f6cf2ac198f1c7fc89dfc1f,"<android.location.Address: java.lang.String getCountryName()>",SOURCE
20d552a4f4ef511e3d8f08c92d09873e63cbf2912417b834adcd3150f0ccc8c3,"<android.telephony.NetworkRegistrationInfo: boolean isSearching()>",SOURCE
7139652e0bb30a7029326d28335003ac231ae360d3ccc3972dad1e8ad9829831,"<android.os.Bundle: short getShort(java.lang.String)>",SOURCE
6b95ed624ebea6636be6fa855aa719b87c8bfb5d40b2dc3bc93688f6a78329a2,"<android.util.Log: java.lang.String getStackTraceString(java.lang.Throwable)>",SOURCE
581f03fc7174fb09d696d2fee80887355c0d8cad73eac4d761234ed872fbe78e,"<android.media.MicrophoneInfo: int getType()>",SOURCE
a94f099b90a10394256e24fe02617e5b5a68715b44a52105d8ab7776b5f4b4aa,"<android.telephony.CellIdentityLte: java.lang.String toString()>",SOURCE
20930b7edcbc1deb19aac5e9c118f04a108ca458d4423d76dd9f357d38609f52,"<android.os.Environment: java.io.File getRootDirectory()>",SOURCE
24951bb51fbbee26d19feee0d881d6ca542a5b81c0f699e91b03a1db7c5d7827,"<android.accounts.AccountManager: android.accounts.AccountManagerFuture getAuthToken(android.accounts.Account,java.lang.String,boolean,android.accounts.AccountManagerCallback,android.os.Handler)>",SOURCE
817522bfea044764222e3157c2bb8eec438c4e478c21d9dee748a9ee36aba190,"<android.hardware.usb.UsbAccessory: java.lang.String getVersion()>",SOURCE
81a805d28d75b94a092e0966c1cb3a55ceaa851d51335374c4b27c3c1f5d3fa2,"<android.hardware.usb.UsbInterface: int getInterfaceSubclass()>",SOURCE
22f97e60ff96c2a4d39c07f02637891de43f8a939fdb7e8fb7e71585c99ecc1b,"<android.content.ContentResolver: java.util.List getPeriodicSyncs(android.accounts.Account,java.lang.String)>",SOURCE
bf8ff4ad6acb43ad435be61621f252377615715ad4887d1db41b1e203e0d7bc3,"<android.telephony.ClosedSubscriberGroupInfo: java.lang.String toString()>",SOURCE
4016e704d2b897b38ab92c7879242e9c989abb2a60c0986890c1bdb84cc41fb3,"<android.hardware.usb.UsbDevice: android.hardware.usb.UsbInterface getInterface(int)>",SOURCE
10af01ae765cdb151227d715b7af02a9dbfd4d0085a004fa189fcfa1f049c1e9,"<android.telephony.PreciseDataConnectionState: int getState()>",SOURCE
4481c9851b6ff4fa2b23c2e4aa14cda7fb7f095193c39fdcc88f6e495186e652,"<android.net.LocalSocket: android.net.Credentials getPeerCredentials()>",SOURCE
2809a1c417352ff79a29b4833f3b948c37ea6cc7fefa7b52e941f75340bb05ba,"<android.content.ContentResolver: android.database.Cursor query(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String)>",SOURCE
2c40901538c54bbe3474638d7f2e6daaa0c271fd02bb1e8c0a51012f073ddabe,"<android.telephony.data.ApnSetting: java.lang.String getProxyAddressAsString()>",SOURCE
600de578d72af70aaac2119d6385bacc30221f69318924157af20128162a1436,"<android.net.ConnectivityManager: android.net.NetworkCapabilities getNetworkCapabilities(android.net.Network)>",SOURCE
eee325e1571904a98ffefdc0fe7449b562efac3a8fb15194d22509e3cbb6fcc3,"<android.app.job.JobParameters: android.content.ClipData getClipData()>",SOURCE
a46c569df9bf939dfc0f93fe231ac3c41f50ce8c9e89f4464f2b5202749cf32a,"<android.hardware.camera2.CaptureFailure: android.hardware.camera2.CaptureRequest getRequest()>",SOURCE
71ce4aec5d1d2278acdaf27ba6abfaab21385f27193e83bc2fc90733d82b06d7,"<android.hardware.camera2.CameraCharacteristics: java.util.List getAvailableCaptureResultKeys()>",SOURCE
9b98b06cc09ab3884185defe13673667c0ff677141786fda8c1e8b502a72443c,"<android.media.AudioRecord: int read(float[],int,int,int)>",SOURCE
edc0dcb8fcf5b0cce12b248c68d7965f692b680d1e235549ed1d338040db5050,"<android.bluetooth.BluetoothDevice: java.lang.String getAddress()>",SOURCE
280a80da40159cc1279db34391cf3c88ed121f5a4d6e81bef8c536f363728eea,"<android.view.MotionEvent: float getHistoricalSize(int,int)>",SOURCE
20d4acd50db532a28b378a92edb4134cfca10e15938136ab36c39b2b2b95257d,"<android.telephony.CellSignalStrengthNr: java.lang.String toString()>",SOURCE
1c54abd5037510c63d36e06bbd1ed52a8ea3cddde4fe969c5e15b9debe3aa2f0,"<android.location.GnssStatus: float getCn0DbHz(int)>",SOURCE
67485e219885107ce080b93f8bc2fd714950f47a5c80c1aa4e9c44d285b18ee4,"<android.telephony.SignalStrength: java.lang.String toString()>",SOURCE
cb39fbfd9e56b04054d722f53f3c4d5801bde91710199f89239c6cc2d691b065,"<android.content.ContentProviderClient: android.database.Cursor query(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,android.os.CancellationSignal)>",SOURCE
6b92d6243a23beeb86bf362e389ba27f29aea5e8e3f57555278a30eff9b265cf,"<android.content.pm.LauncherApps: android.content.pm.ApplicationInfo getApplicationInfo(java.lang.String,int,android.os.UserHandle)>",SOURCE
9be6f5058af0eea113711f302d2e3aca498fdf24a98d07e73befb6dfd0a8742b,"<android.telephony.SubscriptionPlan: java.lang.String toString()>",SOURCE
979dff271316b685fea5fe126079e556e355cc7261034a645ecbf4c6cd2101d6,"<android.telephony.RadioAccessSpecifier: int[] getChannels()>",SOURCE
e255ca064c9a33aa6ebe30afe0160247ae4e4494ac843c8b02ac0e12b201cb6f,"<android.drm.DrmManagerClient: android.content.ContentValues getMetadata(android.net.Uri)>",SOURCE
de881ea7fbe85f86fac99a921e02211de760031088f95b8d02d8a9d3213ddb74,"<android.os.UserManager: java.lang.String getSeedAccountType()>",SOURCE
c7d2282dc5b2851b62e3f14290b5a1348b4846c8b77394a4e9049b0ce417d1f9,"<android.telephony.CellIdentityNr: java.lang.String getMncString()>",SOURCE
2367935b81bf5da2b83456d5ac8133191f5798ca08cab0a2ed2bd9844eaf1a54,"<android.accounts.AccountManager: android.accounts.AccountManagerFuture getAuthTokenByFeatures(java.lang.String,java.lang.String,java.lang.String[],android.app.Activity,android.os.Bundle,android.os.Bundle,android.accounts.AccountManagerCallback,android.os.Handler)>",SOURCE
da3dc6f8bb82f7aaf403a0310246d1b363c225bd8945e806aba297a004e84503,"<android.telephony.TelephonyManager: boolean isNetworkRoaming(int)>",SOURCE
91cc5ff090d28c242ab6842c7337092a27a43c9f9ac1e0e503c3ffea9efa0b3c,"<android.telephony.TelephonyManager: java.lang.String getManufacturerCode()>",SOURCE
f8f46a917e6b7bbb5c10efb8ee394e1b81f921ff7414bc23423aa1a4b45710e0,"<android.bluetooth.le.ScanRecord: android.util.SparseArray getManufacturerSpecificData()>",SOURCE
a84d79fdaeee979385c3208af8b1257961d8ed20370b87a6e252c611cc159e94,"<android.drm.DrmInfo: byte[] getData()>",SOURCE
99321850335777c8fae1d1fd9af02a3e53a7226981b8e754bc4e37dadf02fca6,"<android.app.usage.StorageStatsManager: android.app.usage.StorageStats queryStatsForUser(java.util.UUID,android.os.UserHandle)>",SOURCE
8a020c1c0e8944049291f598bfd7dbb64283b43b3b5abfaf798fab43d1e46ffe,"<android.security.KeyChain: java.security.cert.X509Certificate[] getCertificateChain(android.content.Context,java.lang.String)>",SOURCE
41d20832319040c4726dd0a4628103ee123218545fef40ef7df8ec70fdd9ff74,"<android.telephony.CellInfoTdscdma: java.lang.String toString()>",SOURCE
41a6e6f26b0d5d0b0cf5b71db943868fff7b294faf03a1b450750d676ea7b86c,"<com.android.internal.os.PowerProfile: double getAveragePower(java.lang.String,int)>",SOURCE
f85f085f6794fcc1fe8933736f257855828cfaba4f3e84cc3a99e6ca506a4ef3,"<android.accounts.AccountManager: android.accounts.AccountManagerFuture getAuthToken(android.accounts.Account,java.lang.String,android.os.Bundle,boolean,android.accounts.AccountManagerCallback,android.os.Handler)>",SOURCE
4af84690e2b6c95238d6cbec8fda43aa1ed8e49a13177313243097c769f042a3,"<android.view.InputDevice: int getId()>",SOURCE
38423f3629cd303f6e5ccb7b649bab0909e23aacdb64bb597bd17a6b9fc68d90,"<android.view.KeyEvent: long getEventTimeNano()>",SOURCE
9f396100080dfbcbb80c7a55dee89f3a7231852a534ba2f4acc9329e43feb3b7,"<android.bluetooth.BluetoothHeadset: java.util.List getConnectedDevices()>",SOURCE
a6f3c4b2dbc7d757b7f42f099d6fc1991e6584910fd9a1e92026a76402a7b98d,"<android.hardware.Sensor: float getPower()>",SOURCE
46402fefd20aaa246c295a0ad970fe585c28b3fa754dd0220855e52bc3f3e332,"<android.bluetooth.BluetoothPan: boolean isTetheringOn()>",SOURCE
0d92f4e21fb3f5555ac9e09dbfd1a08b4e6d6c682963006c4fd8f4d840220417,"<android.app.admin.DevicePolicyManager: boolean getCameraDisabled(android.content.ComponentName,int)>",SOURCE
eaa6a99d3b7c90311f89f8de74259831b159332f80ade97f045b26c3ac3eb713,"<android.telephony.SubscriptionManager: int getIntegerSubscriptionProperty(int,java.lang.String,int,android.content.Context)>",SOURCE
b40e9b83eeb918af772252f1d97414fa8ea68cffa318271fde8ed0da68b68062,"<android.hardware.usb.UsbDevice: int getDeviceSubclass()>",SOURCE
3e7da2d5e85311be2e308393fc186c0488e6b430416db5bec4bb32f67bd7c71b,"<android.bluetooth.BluetoothHeadset: int getConnectionState(android.bluetooth.BluetoothDevice)>",SOURCE
09611c4a411bf2e758ec086341f2f9fdc649e7758d68168bd991f9506e88ed71,"<android.telephony.ims.feature.ImsFeature: int getFeatureState()>",SOURCE
e47dd6484e27239ca7143dff52b3fb356717e59079726fab99e29af6222f4e66,"<android.telephony.CellIdentityLte: java.lang.String getMccString()>",SOURCE
815f26889dc4d50fbbebae176577903d02ccaa8fd5e3d74b09d025aea3bae350,"<android.telephony.CellInfoGsm: java.lang.String toString()>",SOURCE
5eab5316bd3380accedb4e6c649a2d9b1cd792381b81fd540b0064e6b6bbcf64,"<android.app.admin.DevicePolicyManager: int getKeyguardDisabledFeatures(android.content.ComponentName,int)>",SOURCE
e0d41e21c8ca62dce32035cddcf0c85993a85d7dcebd9f8626c2c0906d8a100b,"<android.accounts.AccountManager: java.util.Map getAccountsAndVisibilityForPackage(java.lang.String,java.lang.String)>",SOURCE
208143d012255ab9aece293bb84046330a16a71f9a31f579d64d860aec91f6e5,"<android.media.MediaCodecInfo: java.lang.String[] getSupportedTypes()>",SOURCE
f782119b7706bfc1cfb94eef6e2423eb995d672344c99c448689c664e11287a5,"<android.telephony.TelephonyManager: boolean isInEmergencySmsMode()>",SOURCE
618084acc79a5d3a1d2610b752486781a530f2181269b8aef3d36a4319298dcf,"<android.telephony.NeighboringCellInfo: java.lang.String toString()>",SOURCE
aadc91dbe304a87b42dcbbcc2777a2a977d5b6f0ae6e83db3f7be92af0c3030e,"<android.accounts.AccountManager: java.lang.String blockingGetAuthToken(android.accounts.Account,java.lang.String,boolean)>",SOURCE
6912161337aaa9c0decdb58fa1e66a07360cbd54fbfd4d3ba9ac58efeb7d961f,"<android.location.GpsSatellite: float getAzimuth()>",SOURCE
5efe1daa12092c064452ef816a10e879855c8812820f4145f88aa6f8a9e39212,"<android.view.KeyEvent: android.view.KeyCharacterMap getKeyCharacterMap()>",SOURCE
10c3baf57120f220363f9c4e2ae9bed0fe22d1d427d21887aaa9a6a0913abcab,"<android.os.UserManager: java.util.List getUsers()>",SOURCE
a6c0780f3afd9ed2a9f594003d7909d4cc9d549d6d6075faa8c389bab0739f1b,"<android.telephony.PhoneNumberUtils: java.lang.String calledPartyBCDFragmentToString(byte[],int,int)>",SOURCE
66744133f996fc6e113795c8b8e12ba515e91b26a4ba5cf85e805a10455b0655,"<android.telephony.CellInfoCdma: android.telephony.CellSignalStrengthCdma getCellSignalStrength()>",SOURCE
65746b7c83ed482b22dd730fd2288f85f8203e7995e4ea6e954b898276f3dc8c,"<android.telephony.SignalStrength: int getTdScdmaLevel()>",SOURCE
0c9092b090fa575114e80fac01910e84f4ffadc4cca4ce929ff6cd2e3617434f,"<android.net.PlatformVpnProfile: java.lang.String getTypeString()>",SOURCE
759d6e6a07ff375ce6ee2f15207b6beda11c2c2c83f7ce76ab7884e90cb03ff9,"<android.content.pm.Signature: java.lang.String toCharsString()>",SOURCE
bb9943b7b36c45eb37d564a811345d44e03a2f905ee5e6f8aaa901a52fde2d95,"<android.telephony.VisualVoicemailSmsFilterSettings: java.lang.String toString()>",SOURCE
292a3a71276c0832d7f4bff299150f541ebdd42aeaccbd8e7a30453e20575366,"<android.net.LinkProperties: android.net.ProxyInfo getHttpProxy()>",SOURCE
ee425017331c122610ed2539d00544efcf0d9657d88b36e88edc57e9e66a61b0,"<android.hardware.Sensor: java.lang.String getStringType()>",SOURCE
870e0222ce7e3a1f9f891b65e1cd4c5300466f1fce1004a174efd0fd2ec8ccbd,"<android.telephony.SubscriptionManager: int getDefaultSmsPhoneId()>",SOURCE
f1bea1d464bfe27602e31f84d07c703d4763a6f884c5b6740ecf53dfa15578d7,"<android.hardware.input.KeyboardLayout: int getVendorId()>",SOURCE
6afca7044f68598b431a3021a84c533e948c6f9e5d98f7230ddcea1b5874f9de,"<android.telephony.CellInfoWcdma: java.lang.String toString()>",SOURCE
2d7195393ebc58c2f73265b741e336471af9873e3d94d8978c73641547740fd4,"<android.hardware.usb.UsbManager: android.hardware.usb.UsbAccessory[] getAccessoryList()>",SOURCE
eaff6f8ac419779bb7110eadfea20fedfcf48257601f36bb1a75cd523f0eabbc,"<android.telephony.ServiceState: int getDataRegistrationState()>",SOURCE
e15da85fec5d13b5f4551c5f8ffbc4af00c81cad768087417a7e6cd7781d41ad,"<android.location.Location: double getLongitude()>",SOURCE
6cc56d1ab91a491d4de965f62a66076085e8050c2ee9a489eb6123c75fb05d66,"<android.accounts.AccountManager: android.accounts.Account[] getAccountsForPackage(java.lang.String,int)>",SOURCE
